交易日期(0), 作物代號(1), 作物名稱(2), 市場代號(3), 市場名稱(4), 上價(5), 中價(6), 下價(7), 平均價(8), 交易量(9)
107.06.08,LI2,萵苣菜-結球萵,220,板橋區,20,19.8,19,19.7,1150
107.06.08,LI3,萵苣菜-本島圓葉,220,板橋區,21,21,18.4,20.5,1081
107.06.08,LI5,萵苣菜-油麥菜,220,板橋區,22.5,12.2,4.9,12.8,2725
107.06.08,LI6,萵苣菜-蘿美,220,板橋區,12,12,12,12,135
107.06.08,LI8,萵苣菜-水耕,220,板橋區,47,47,30,43.6,75
107.06.08,LI9,萵苣菜-進口,220,板橋區,30,30,30,30,560
107.06.08,LJ4,芥菜-小芥菜,220,板橋區,19.4,19,16.3,18.6,220
107.06.08,LK2,芥藍菜,220,板橋區,16.7,13.7,8.6,13.3,726
107.06.08,LK3,芥藍菜-芥藍芽,220,板橋區,30.5,30,30,30.1,155
107.06.08,LM1,莧菜-紅莧菜,220,板橋區,25,25,25,25,60
107.06.08,LM2,莧菜-白莧菜,220,板橋區,18.1,13,10.8,13.6,946
107.06.08,LN1,油菜,220,板橋區,15.2,12.7,8.7,12.4,1730
107.06.08,LO1,甘藷葉,220,板橋區,22.4,13.6,6.3,13.9,2532
107.06.08,LP1,芫荽,220,板橋區,135.9,113.5,110,117.3,173
107.06.08,LP2,九層塔,220,板橋區,22.1,18,16.4,18.5,478
107.06.08,LQ1,紅鳳菜-紅鳳菜,220,板橋區,21.4,14.3,5.8,14,328
107.06.08,LT2,海菜-海帶,220,板橋區,35,35,35,35,27
107.06.08,LT3,海菜-水蓮,220,板橋區,70,69.4,65,68.6,148
107.06.08,LX2,蕨菜-山蘇,220,板橋區,180,84.4,29,92.5,45
107.06.08,MA1,洋菇,220,板橋區,60,60,60,60,6
107.06.08,MA2,洋菇(盒)-盒裝,220,板橋區,65,62.9,52.5,61.2,40
107.06.08,MB1,草菇,220,板橋區,55,53.7,50,53.2,67
107.06.08,MC1,濕木耳,220,板橋區,45,39.2,35,39.5,244
107.06.08,MC2,濕木耳(盒)-盒裝,220,板橋區,6,6,6,6,100
107.06.08,MD1,溼香菇,220,板橋區,52,46.6,43.8,47.1,405
107.06.08,ME1,金絲菇,220,板橋區,28.1,21.2,19,22.1,409
107.06.08,ME2,金絲菇(盒)-盒裝,220,板橋區,24,23,18.7,22.3,120
107.06.08,MF1,蠔菇-鮑魚菇,220,板橋區,35,35,35,35,41
107.06.08,MI1,秀珍菇,220,板橋區,46,45,37.6,43.7,147
107.06.08,MJ1,杏鮑菇,220,板橋區,49.3,41.7,35.2,41.9,385
107.06.08,MJ2,杏鮑菇-盒裝,220,板橋區,46,46,46,46,4
107.06.08,MK1,鴻禧菇,220,板橋區,55,51.7,50,52,30
107.06.08,ML1,珊瑚菇,220,板橋區,45,41.1,40,41.7,3
107.06.08,ML2,珊瑚菇-盒裝,220,板橋區,5,5,5,5,120
107.06.08,MX1,其他菇類-其他菇類,220,板橋區,60,18.2,8,24.5,175
107.06.08,N2,李-桃接李,220,板橋區,31,23.1,23,24.7,342
107.06.08,N3,李-紅肉李,220,板橋區,31.2,25,22.3,25.7,2038
107.06.08,O2,梨-秋水梨,220,板橋區,45,41.6,40,42,1838
107.06.08,O5,梨-豐水梨,220,板橋區,55.1,50,46.9,50.4,2115
107.06.08,O6,梨-幸水梨,220,板橋區,45,45,45,45,156
107.06.08,O8,梨-4029梨,220,板橋區,40,40,40,40,18
107.06.08,OE2,醃瓜-漬,220,板橋區,20,19.1,19,19.2,144
107.06.08,OG1,熟筍-桂竹筍,220,板橋區,35,35,32,34.4,450
107.06.08,OX1,其他蔬菜,220,板橋區,69.1,47.6,5.1,43.4,2091.5
107.06.08,P1,番石榴-珍珠芭,220,板橋區,35.5,24.3,21.5,26,5584
107.06.08,P2,番石榴-紅心,220,板橋區,20,20,20,20,60
107.06.08,Q1,蓮霧-紅蓮霧,220,板橋區,22.3,19.6,16,19.4,648
107.06.08,Q4,蓮霧-巴掌蓮霧,220,板橋區,30,30,30,30,30
107.06.08,R0,芒果-其他,220,板橋區,30,30,28.7,29.7,474
107.06.08,R1,芒果-愛文,220,板橋區,58.9,47.5,37.2,47.7,9273
107.06.08,R2,芒果-紅龍玉文,220,板橋區,43.2,36.8,28.4,36.4,693
107.06.08,R3,芒果-本島,220,板橋區,35,33.2,30,32.9,318
107.06.08,R6,芒果-金煌,220,板橋區,26.6,22.1,18.3,22.2,2097
107.06.08,R8,芒果-芒果青,220,板橋區,12,10.4,10,10.7,128
107.06.08,S1,葡萄-巨峰,220,板橋區,56.4,44.8,39.3,46,1315
107.06.08,S9,葡萄-進口,220,板橋區,97.6,97.6,97.6,97.6,492
107.06.08,SA3,蘿蔔-矸仔,220,板橋區,10,7.8,7,8.1,1930
107.06.08,SA9,蘿蔔-進口,220,板橋區,20,18,14.1,17.6,3540
107.06.08,SB1,胡蘿蔔-未洗,220,板橋區,11.5,9.3,8.4,9.6,1060
107.06.08,SB2,胡蘿蔔-清洗,220,板橋區,15.8,12,6.4,11.7,4760
107.06.08,SC1,馬鈴薯-本產,220,板橋區,20,20,17,19.4,2640
107.06.08,SD1,洋蔥-本產,220,板橋區,11,9.8,7.5,9.6,9625
107.06.08,SD9,洋蔥-進口,220,板橋區,20,20,17.7,19.6,8060
107.06.08,SE2,青蔥-北蔥,220,板橋區,33,32.6,26,31.4,260
107.06.08,SE5,青蔥-紅蔥頭,220,板橋區,27,27,27,27,480
107.06.08,SE6,青蔥-粉蔥,220,板橋區,41.9,35.5,32,36.1,2886
107.06.08,SF1,韭菜-白頭,220,板橋區,27,26.3,17,24.6,150
107.06.08,SF3,韭菜-韭菜花,220,板橋區,57,54.8,45.9,53.5,273
107.06.08,SF4,韭菜-青頭,220,板橋區,25,20.2,19,20.9,515
107.06.08,SG2,大蒜-軟梗,220,板橋區,55,38.8,14.7,37.2,920
107.06.08,SG5,大蒜-蒜頭,220,板橋區,48,44.1,30.2,42.1,203
107.06.08,SG6,大蒜-蒜仁,220,板橋區,62,62,62,62,252
107.06.08,SG7,大蒜-蒜瓣,220,板橋區,71,71,71,71,54
107.06.08,SH1,竹筍-麻竹筍,220,板橋區,33,33,31.4,32.7,552
107.06.08,SH2,竹筍-綠竹筍,220,板橋區,78.8,62.4,60,65.2,1730
107.06.08,SH5,竹筍-烏殼綠,220,板橋區,32.5,26,23.4,26.8,3037
107.06.08,SJ2,芋-檳榔心芋,220,板橋區,37,31.6,29.5,32.3,900
107.06.08,SL1,豆薯,220,板橋區,9,9,9,9,180
107.06.08,SM1,牛蒡,220,板橋區,28,28,28,28,150
107.06.08,SN1,蓮藕,220,板橋區,37,32.8,13,29.7,222
107.06.08,SO0,甘薯-其他,220,板橋區,11,9.1,6.6,9,425
107.06.08,SO1,甘薯-改良種,220,板橋區,9,7.9,3,7.2,3160
107.06.08,SO2,甘薯-芋仔甘藷,220,板橋區,5.8,4.8,4,4.8,150
107.06.08,SO3,甘藷-臺農66號,220,板橋區,8.2,6.9,5,6.8,1510
107.06.08,SP1,薑-老薑,220,板橋區,42,41.1,31.9,39.4,840
107.06.08,SP2,薑-嫩薑,220,板橋區,57,56.4,45,54.2,1206
107.06.08,SQ1,茭白筍-帶殼,220,板橋區,48.3,45.8,34.6,44.1,975
107.06.08,SQ3,茭白筍-去殼,220,板橋區,82.4,72.7,65.1,73.1,296
107.06.08,SR3,菱角-去殼,220,板橋區,65,65,65,65,48
107.06.08,ST1,蕎頭-露蕎,220,板橋區,23,23,23,23,10
107.06.08,SU2,薯蕷-白薯蕷,220,板橋區,35.5,26.2,18.6,26.5,298
107.06.08,SV1,蘆筍-白蘆筍,220,板橋區,148.9,115,115,121.8,42
107.06.08,SV2,蘆筍-綠蘆筍,220,板橋區,187.5,162.4,129.6,160.9,147
107.06.08,SV3,蘆筍-蘆筍花,220,板橋區,200,187.5,150,182.5,20
107.06.08,SV9,蘆筍-進口,220,板橋區,122.2,122.2,122.2,122.2,99
107.06.08,SW1,球莖甘藍,220,板橋區,8,7.3,7,7.4,200
107.06.08,SX1,芽菜類-綠豆芽,220,板橋區,8.9,8,8,8.2,2299
107.06.08,SX3,芽菜類-豌豆嬰,220,板橋區,36,36,36,36,18
107.06.08,T1,西瓜-大西瓜,220,板橋區,7,7,7,7,20037
107.06.08,T5,西瓜-黃肉,220,板橋區,12,10.2,9,10.3,3287
107.06.08,T6,西瓜-紅肉,220,板橋區,7,7,7,7,435
107.06.08,T7,西瓜-秀鈴,220,板橋區,9,6.8,5,6.9,2171
107.06.08,V1,甜瓜-美濃,220,板橋區,22.5,14.6,12,15.7,598
107.06.08,V2,甜瓜-溫室吊瓜,220,板橋區,75,67.9,50,65.8,432
107.06.08,W1,洋香瓜-網狀紅肉,220,板橋區,23,23,23,23,168
107.06.08,W2,洋香瓜-網狀綠肉,220,板橋區,23.7,20,15.8,19.9,7902
107.06.08,W4,洋香瓜-新疆,220,板橋區,20,20,20,20,75
107.06.08,X49,蘋果-金冠(進口),220,板橋區,50,50,50,50,90
107.06.08,X69,蘋果-富士(進口),220,板橋區,87.4,55,48.7,60.2,7760
107.06.08,Y3,桃子-甜桃,220,板橋區,31,31,31,31,30
107.06.08,Y4,桃子-早桃,220,板橋區,25,25,25,25,600
107.06.08,Y5,桃子-福壽桃,220,板橋區,27.8,23,23,24,1065
107.06.08,Y9,桃子-進口,220,板橋區,212.7,127.8,100,139.2,1105
107.06.08,11,椰子,241,三重區,19.7,18,18,18.3,3500
107.06.08,42,楊梅,241,三重區,44,42.9,42,43,245
107.06.08,469,藍莓-進口藍莓,241,三重區,500,500,500,500,60
107.06.08,51,百香果-改良種,241,三重區,108.3,38.9,15.8,48.2,2041
107.06.08,61,甘蔗-帶皮,241,三重區,9,9,9,9,6368
107.06.08,70,小番茄-其他,241,三重區,12,12,12,12,130
107.06.08,71,小番茄-一般,241,三重區,38.2,19.2,13.7,21.9,4482
107.06.08,72,小番茄-聖女,241,三重區,36.8,25,25,27.4,1950
107.06.08,74,小番茄-玉女,241,三重區,66.7,42.9,20.8,43.3,3996
107.06.08,811,火龍果-白肉,241,三重區,60.7,44,27.6,44,6173
107.06.08,812,火龍果-紅肉,241,三重區,57.4,40.5,29.5,41.6,16335
107.06.08,839,櫻桃-進口,241,三重區,660,539.8,366.7,529.2,1334
107.06.08,859,榴槤-進口,241,三重區,125.3,125,125,125.1,7738
107.06.08,91,其他,241,三重區,50,32,10,31.2,876
107.06.08,919,其他-進口,241,三重區,375,203.7,160,229.2,274
107.06.08,A0,香蕉-其他,241,三重區,5,5,5,5,80
107.06.08,A1,香蕉,241,三重區,15.2,12,10.7,12.4,22800
107.06.08,A2,香蕉-芭蕉,241,三重區,36.7,23.1,12.7,23.7,4060
107.06.08,A3,香蕉-旦蕉,241,三重區,33.5,17.3,10,19.1,1073
107.06.08,B0,鳳梨-其他,241,三重區,16.6,6.2,5,8,3218
107.06.08,B2,鳳梨-金鑽鳳梨,241,三重區,21.2,15,12.2,15.7,95463
107.06.08,B6,鳳梨-甜蜜蜜,241,三重區,15.5,12,11.9,12.7,8199
107.06.08,C2,茂谷柑,241,三重區,11,8.5,6,8.5,420
107.06.08,E1,甜橙-柳橙,241,三重區,11,11,11,11,1442
107.06.08,E9,甜橙-進口,241,三重區,60,52.2,50,53.3,3260
107.06.08,F1,雜柑-檸檬,241,三重區,37.7,24.4,17.4,25.7,4872
107.06.08,F4,雜柑-桔子,241,三重區,41,29.2,22.8,30.3,553
107.06.08,F5,雜柑-無子檸檬,241,三重區,53.5,34.4,22.4,35.8,1458
107.06.08,FA1,黃秋葵,241,三重區,48.2,26.3,6.5,26.7,863
107.06.08,FB1,花椰菜-青梗,241,三重區,20,20,20,20,69
107.06.08,FC1,胡瓜-黑刺,241,三重區,16.6,5.8,2.8,7.4,2479
107.06.08,FD0,花胡瓜-其他,241,三重區,22,22,22,22,40
107.06.08,FD1,花胡瓜,241,三重區,21.7,11.5,5.3,12.3,4755
107.06.08,FE0,冬瓜-其他,241,三重區,10,10,10,10,20
107.06.08,FE1,冬瓜-白皮,241,三重區,7.4,4.4,3,4.8,2010
107.06.08,FF1,絲瓜-絲瓜,241,三重區,14.6,8.8,5,9.2,7788
107.06.08,FF2,絲瓜-角瓜,241,三重區,10,7.6,5,7.6,43
107.06.08,FF3,絲瓜-白瓜,241,三重區,7,7,7,7,58
107.06.08,FF4,絲瓜-長絲瓜,241,三重區,15,15,15,15,20
107.06.08,FG0,苦瓜-其他,241,三重區,11.5,8.3,5.4,8.3,1433
107.06.08,FG1,苦瓜-白大米,241,三重區,16.3,10.4,4.4,10.4,4500
107.06.08,FG3,苦瓜-山苦瓜,241,三重區,35,28.3,25,29,48
107.06.08,FG4,苦瓜-翠綠,241,三重區,11.9,6.8,3.8,7.3,815
107.06.08,FH3,扁蒲-花蒲,241,三重區,9.2,5.9,3.3,6.1,2027
107.06.08,FH4,扁蒲-梨子蒲,241,三重區,7.4,4.5,2.8,4.8,518
107.06.08,FI2,茄子-麻荸茄,241,三重區,24.3,11,5.7,12.6,1983
107.06.08,FJ1,蕃茄-黑柿,241,三重區,35,25.3,14.2,25,510
107.06.08,FJ3,蕃茄-牛蕃茄,241,三重區,27.4,14.3,8.5,15.8,3823
107.06.08,FK0,甜椒-其他,241,三重區,15,14.4,10,13.7,41
107.06.08,FK3,甜椒-新香,241,三重區,10,10,10,10,30
107.06.08,FK4,甜椒-彩色種,241,三重區,34.9,18.6,8,19.7,528
107.06.08,FK5,甜椒-青椒,241,三重區,29.1,13.8,2.3,14.6,1187
107.06.08,FL9,豌豆-進口,241,三重區,40,21.6,10,22.9,116
107.06.08,FM2,菜豆-青色,241,三重區,23.6,14,8.9,14.9,1292
107.06.08,FM3,菜豆-紅色,241,三重區,18.8,15.2,12,15.3,175
107.06.08,FN1,敏豆-白豆,241,三重區,62.8,33.7,6.6,34.1,685
107.06.08,FN5,敏豆-醜豆,241,三重區,25,22.4,10,20.4,49
107.06.08,FQ1,毛豆-豆莢,241,三重區,20,18.2,10,16.9,145
107.06.08,FR1,青花苔,241,三重區,45,45,25.6,41.1,360
107.06.08,FR9,青花苔-進口,241,三重區,10,10,10,10,84
107.06.08,FS1,越瓜,241,三重區,10,10,10,10,40
107.06.08,FT0,南瓜-其他,241,三重區,12,12,12,12,100
107.06.08,FT1,南瓜-木瓜形,241,三重區,13.6,8.7,5,8.9,1756
107.06.08,FT2,南瓜-圓形,241,三重區,15,12.2,8.2,12,852
107.06.08,FT3,南瓜-黃如意,241,三重區,15,14.8,10,13.9,90
107.06.08,FT6,南瓜-東昇,241,三重區,18,14.3,10,14.2,240
107.06.08,FT7,南瓜-栗子,241,三重區,58.8,28.5,17,32.3,80
107.06.08,FU1,隼人瓜,241,三重區,10,10,10,10,48
107.06.08,FU2,隼人瓜苗-瓜苗,241,三重區,33,25.3,13.3,24.5,119
107.06.08,FU3,石蓮花,241,三重區,6,6,6,6,30
107.06.08,FV0,辣椒-其他,241,三重區,70,68.6,60,67.2,7
107.06.08,FV1,辣椒-紅小,241,三重區,35,27.8,12.3,26.1,94
107.06.08,FV3,辣椒-雞心,241,三重區,15,15,15,15,12
107.06.08,FV4,辣椒-朝天椒,241,三重區,25,17.5,14.8,18.5,465
107.06.08,FV5,辣椒-青龍,241,三重區,15,15,15,15,10
107.06.08,FV6,辣椒-糯米椒,241,三重區,65.3,38.4,30.4,42.2,146
107.06.08,FY0,玉米-其他,241,三重區,5,3.5,3,3.7,270
107.06.08,FY1,玉米-白玉米,241,三重區,6,6,6,6,10
107.06.08,FY3,玉米-超甜白,241,三重區,6,6,2.4,5.3,220
107.06.08,FY4,玉米-玉米筍,241,三重區,12.9,9,6.6,9.3,1226
107.06.08,FY5,玉米-糯米(黑),241,三重區,12,8.3,6.4,8.7,724
107.06.08,FY6,玉米-甜軟殼,241,三重區,11.4,6.5,4.6,7.1,469
107.06.08,FY7,玉米-糯米(白),241,三重區,9.6,6.9,4.3,6.9,572
107.06.08,FZ1,落花生-生落花生,241,三重區,40,33.3,28.8,33.7,722
107.06.08,G3,酪梨,241,三重區,118.1,89,70.4,91.1,444
107.06.08,G49,奇異果-進口,241,三重區,104.4,80.6,58.4,80.9,11528
107.06.08,G9,波羅蜜,241,三重區,37,18.2,11.7,20.7,353.5
107.06.08,H49,葡萄柚-進口紅肉,241,三重區,53.3,53.3,48.2,52.3,260
107.06.08,I0,木瓜-其他,241,三重區,6,5.4,4.2,5.3,144
107.06.08,I1,木瓜-網室紅肉,241,三重區,20.2,12.6,10.2,13.7,40080
107.06.08,I3,木瓜-日昇種,241,三重區,22,22,22,22,1970
107.06.08,I4,木瓜-青木瓜,241,三重區,20,11.4,4.3,11.7,265
107.06.08,J0,荔枝-其他,241,三重區,37.3,30,30,31.5,452
107.06.08,J1,荔枝-玉荷包,241,三重區,67.2,60,60,61.4,13783
107.06.08,J2,荔枝-黑葉,241,三重區,37.1,28,26.4,29.5,16029
107.06.08,J4,荔枝-竹葉黑,241,三重區,48.4,37.4,30,38.1,4439
107.06.08,K4,龍眼-龍眼乾帶殼,241,三重區,52,27.3,25,31.8,56
107.06.08,LA1,甘藍-初秋,241,三重區,14.1,9.9,5.5,9.8,18560
107.06.08,LA2,甘藍-改良種,241,三重區,9,4.8,2.6,5.2,5870
107.06.08,LA4,甘藍-紫色,241,三重區,2.5,2.5,2.5,2.5,40
107.06.08,LA6,甘藍-甘藍芽,241,三重區,5,3.4,1.5,3.4,280
107.06.08,LB1,小白菜-土白菜,241,三重區,32,14.2,2,15.3,340
107.06.08,LB2,小白菜-蚵仔白,241,三重區,22.5,8.5,5,10.6,1040
107.06.08,LC1,包心白菜-包白,241,三重區,7.9,3.6,1.9,4.1,4140
107.06.08,LC3,包心白菜-包頭蓮,241,三重區,18,13.8,6,13.1,1200
107.06.08,LD1,青江白菜-小梗,241,三重區,25,10.9,5.2,12.6,1100
107.06.08,LE1,皇宮菜-小葉,241,三重區,24,14.6,8,15.2,448
107.06.08,LE2,皇宮菜-大葉,241,三重區,10,9.5,8,9.3,28
107.06.08,LF2,蕹菜-小葉,241,三重區,25.4,19.5,7.6,18.3,1901
107.06.08,LG2,芹菜-白梗,241,三重區,33,24.2,16,24.3,240
107.06.08,LH1,菠菜-圓葉,241,三重區,25,25,25,25,40
107.06.08,LH2,菠菜-角葉,241,三重區,29.4,22.2,2,19.6,175
107.06.08,LI2,萵苣菜-結球萵,241,三重區,10,10,10,10,150
107.06.08,LI3,萵苣菜-本島圓葉,241,三重區,25,21.3,15.2,20.8,355
107.06.08,LI5,萵苣菜-油麥菜,241,三重區,29,12.3,3.1,13.8,1620
107.06.08,LI8,萵苣菜-水耕,241,三重區,48,48,48,48,15
107.06.08,LJ4,芥菜-小芥菜,241,三重區,32,30.6,15,27.8,160
107.06.08,LK2,芥藍菜,241,三重區,32.1,10.7,3.7,13.6,680
107.06.08,LK3,芥藍菜-芥藍芽,241,三重區,31,31,31,31,10
107.06.08,LM1,莧菜-紅莧菜,241,三重區,13,13,13,13,60
107.06.08,LM2,莧菜-白莧菜,241,三重區,12,11.3,7.7,10.7,780
107.06.08,LN1,油菜,241,三重區,25,12.5,3.5,13.2,558
107.06.08,LO1,甘藷葉,241,三重區,15.6,9.5,1.9,9.2,1605
107.06.08,LP2,九層塔,241,三重區,17.7,10.8,7.4,11.5,269
107.06.08,LQ1,紅鳳菜-紅鳳菜,241,三重區,23,12.3,5.3,13,291
107.06.08,LT3,海菜-水蓮,241,三重區,72,65.3,57.1,65,129
107.06.08,LU1,菾菜-茄茉菜,241,三重區,10,9,8,9,80
107.06.08,LY3,豬母菜,241,三重區,10,10,10,10,6
107.06.08,M3,楊桃-馬來亞種,241,三重區,6,6,6,6,18
107.06.08,MA1,洋菇,241,三重區,60,60,60,60,4
107.06.08,MC1,濕木耳,241,三重區,27.5,9.5,7,12.6,342
107.06.08,MD1,溼香菇,241,三重區,70,70,70,70,6
107.06.08,ME1,金絲菇,241,三重區,30,14.4,8,16.3,160
107.06.08,MF1,蠔菇-鮑魚菇,241,三重區,38.7,24.9,22,27.1,144
107.06.08,MI1,秀珍菇,241,三重區,60,60,60,60,9
107.06.08,MJ1,杏鮑菇,241,三重區,35,30.6,20,29.4,48
107.06.08,MK1,鴻禧菇,241,三重區,63.5,60,60,60.7,43
107.06.08,ML1,珊瑚菇,241,三重區,8,8,8,8,120
107.06.08,MX1,其他菇類-其他菇類,241,三重區,54.2,12.6,8,20,318
107.06.08,N2,李-桃接李,241,三重區,49.7,35.4,25,36.2,333
107.06.08,N3,李-紅肉李,241,三重區,26,20,16.7,20.5,7333.5
107.06.08,N6,李-泰安李,241,三重區,53.1,44.3,37.2,44.6,444
107.06.08,N9,李-進口,241,三重區,55,55,55,55,50
107.06.08,O0,梨-其他,241,三重區,45,45,45,45,1648
107.06.08,O2,梨-秋水梨,241,三重區,41.6,39,39,39.5,7939
107.06.08,O5,梨-豐水梨,241,三重區,46.9,33,32.9,35.8,10789
107.06.08,O6,梨-幸水梨,241,三重區,45,45,45,45,408
107.06.08,O8,梨-4029梨,241,三重區,75.7,71.4,53.2,68.7,1422.5
107.06.08,OA1,鹹菜-清心,241,三重區,15,15,15,15,40
107.06.08,OE2,醃瓜-漬,241,三重區,20,18.5,17,18.5,146
107.06.08,OG1,熟筍-桂竹筍,241,三重區,40,38.8,30,37.3,400
107.06.08,OX1,其他蔬菜,241,三重區,105,71.2,16.6,67.1,174
107.06.08,P1,番石榴-珍珠芭,241,三重區,40.8,25.6,21.5,27.8,31594
107.06.08,P2,番石榴-紅心,241,三重區,33.4,28.2,19.6,27.5,1501
107.06.08,P3,番石榴-帝王芭,241,三重區,51,24.1,10,26.6,214
107.06.08,P5,番石榴-水晶無仔,241,三重區,35,28.5,24,28.9,123
107.06.08,Q0,蓮霧-其他,241,三重區,110.1,82.4,39.5,79.3,949
107.06.08,Q1,蓮霧-紅蓮霧,241,三重區,38.2,22.8,16.7,24.6,2987.5
107.06.08,Q2,蓮霧-子彈型,241,三重區,29.1,22.4,19.7,23.2,2633
107.06.08,Q4,蓮霧-巴掌蓮霧,241,三重區,50,45.8,27,42.9,1132
107.06.08,R0,芒果-其他,241,三重區,41,25,24.5,28.1,2919.5
107.06.08,R1,芒果-愛文,241,三重區,70.3,50.5,38.7,52.1,48801.5
107.06.08,R2,芒果-紅龍玉文,241,三重區,48.6,31.9,27.7,34.4,3217
107.06.08,R3,芒果-本島,241,三重區,51.3,29.4,22.6,32.4,4501
107.06.08,R5,芒果-黑香金興,241,三重區,75.6,68,65.4,69,503
107.06.08,R6,芒果-金煌,241,三重區,36.3,20.6,18.7,23.3,11336
107.06.08,R8,芒果-芒果青,241,三重區,18.9,11.8,9,12.7,1633
107.06.08,S1,葡萄-巨峰,241,三重區,68.9,65,64.4,65.7,9180
107.06.08,S9,葡萄-進口,241,三重區,284,87.2,57.1,120.5,2425.5
107.06.08,SA3,蘿蔔-矸仔,241,三重區,10,6,4.2,6.4,1440
107.06.08,SA9,蘿蔔-進口,241,三重區,18.7,18,18,18.1,600
107.06.08,SB2,胡蘿蔔-清洗,241,三重區,19.3,14.7,9.8,14.6,2090
107.06.08,SC1,馬鈴薯-本產,241,三重區,26.5,13.3,10,15.3,866
107.06.08,SD1,洋蔥-本產,241,三重區,6.5,5.5,3,5.2,890
107.06.08,SD9,洋蔥-進口,241,三重區,6,6,6,6,100
107.06.08,SE2,青蔥-北蔥,241,三重區,36,30.5,30,31.5,80
107.06.08,SE5,青蔥-紅蔥頭,241,三重區,32,25.8,15,24.9,342
107.06.08,SE6,青蔥-粉蔥,241,三重區,45,38.7,27.5,37.7,1657
107.06.08,SF1,韭菜-白頭,241,三重區,22,16.9,10,16.6,165
107.06.08,SF3,韭菜-韭菜花,241,三重區,25,23.5,20,23.1,55
107.06.08,SF4,韭菜-青頭,241,三重區,10,10,10,10,11
107.06.08,SG2,大蒜-軟梗,241,三重區,52.6,23.9,20,28.8,510
107.06.08,SG4,大蒜-蔥蒜,241,三重區,20,20,20,20,40
107.06.08,SG5,大蒜-蒜頭,241,三重區,78.8,52.6,20,51.3,91
107.06.08,SG7,大蒜-蒜瓣,241,三重區,25,25,25,25,20
107.06.08,SH1,竹筍-麻竹筍,241,三重區,35,19.4,10,20.6,47
107.06.08,SH2,竹筍-綠竹筍,241,三重區,71.1,59.5,51.6,60.3,434
107.06.08,SH5,竹筍-烏殼綠,241,三重區,35,33.6,22.1,31.6,1000
107.06.08,SJ2,芋-檳榔心芋,241,三重區,40,36.8,21.5,34.4,548
107.06.08,SJ4,芋-芋莖,241,三重區,10,10,10,10,29
107.06.08,SL1,豆薯,241,三重區,6,6,6,6,30
107.06.08,SM1,牛蒡,241,三重區,18,18,18,18,30
107.06.08,SN1,蓮藕,241,三重區,52.8,43,18.3,40,270
107.06.08,SN2,蓮藕-蓮子,241,三重區,240,240,240,240,6
107.06.08,SO0,甘薯-其他,241,三重區,8.6,3.4,3,4.4,2180
107.06.08,SO1,甘薯-改良種,241,三重區,7,3.5,2,3.9,1710
107.06.08,SO2,甘薯-芋仔甘藷,241,三重區,5,5,5,5,125
107.06.08,SO3,甘藷-臺農66號,241,三重區,8,5.5,4.3,5.8,3100
107.06.08,SP1,薑-老薑,241,三重區,41.1,10.6,5,15.6,270
107.06.08,SP2,薑-嫩薑,241,三重區,64.3,57.7,49.2,57.3,234
107.06.08,SP3,薑-粉薑,241,三重區,30,30,30,30,162
107.06.08,SQ1,茭白筍-帶殼,241,三重區,52.8,36.7,28.1,38.2,652
107.06.08,SQ3,茭白筍-去殼,241,三重區,88.3,79.5,73.3,80,180
107.06.08,SU2,薯蕷-白薯蕷,241,三重區,30.1,21.7,12.3,21.5,774
107.06.08,SV1,蘆筍-白蘆筍,241,三重區,82,81,80,81,28
107.06.08,SV2,蘆筍-綠蘆筍,241,三重區,80,77.2,70,76.3,30
107.06.08,SW1,球莖甘藍,241,三重區,10,7.9,6,7.9,240
107.06.08,SX3,芽菜類-豌豆嬰,241,三重區,55,55,55,55,6
107.06.08,SX4,芽菜類-苜宿芽,241,三重區,45,45,45,45,8
107.06.08,SZ3,金針筍,241,三重區,40,40,40,40,2
107.06.08,T1,西瓜-大西瓜,241,三重區,10,9.5,7.9,9.3,106880
107.06.08,T5,西瓜-黃肉,241,三重區,17.8,11.6,10.2,12.5,16352
107.06.08,T7,西瓜-秀鈴,241,三重區,14.4,11.3,6.2,10.9,5309
107.06.08,V0,甜瓜-其他,241,三重區,40,40,40,40,78
107.06.08,V1,甜瓜-美濃,241,三重區,20.2,18,16.3,18.1,9531
107.06.08,V2,甜瓜-溫室吊瓜,241,三重區,84.2,55,37.1,57.3,1838.5
107.06.08,W0,洋香瓜-其他,241,三重區,103.2,45.3,37.9,55.4,314
107.06.08,W1,洋香瓜-網狀紅肉,241,三重區,44.6,29,11.4,28.6,4388
107.06.08,W2,洋香瓜-網狀綠肉,241,三重區,22.3,18,17.6,18.8,3148
107.06.08,X69,蘋果-富士(進口),241,三重區,112.5,55.1,54.5,66.4,26967
107.06.08,Y3,桃子-甜桃,241,三重區,76.8,45.8,38,50.4,863
107.06.08,Y4,桃子-早桃,241,三重區,23,23,23,23,2129
107.06.08,Y5,桃子-福壽桃,241,三重區,46,42,42,42.8,1917
107.06.08,Y9,桃子-進口,241,三重區,289.2,220,107.6,211.4,6218.5
107.06.08,61,甘蔗-帶皮,260,宜蘭市,23,13,10,13,1760
107.06.08,72,小番茄-聖女,260,宜蘭市,38,30,15,30,1750
107.06.08,74,小番茄-玉女,260,宜蘭市,120,88,50,88,1780
107.06.08,812,火龍果-紅肉,260,宜蘭市,58,40,30,38,1660
107.06.08,A1,香蕉,260,宜蘭市,15,10,6,10,1850
